hanzi_trad	hanzi_simp	pinyin	transcr	transc_rus	rus_translation	note	chinese_translation
古不此	古不此	NONE	ku-pə -ts‘ɿ ʔ	губэцы	купец		B:15a-03 買賣人 
利各而	利各而	NONE	li-kə -ər ʔ	лигэр	лекарь		B:15a-03 醫生 
哦羅棒子	哦罗棒子	NONE	γɤ-luɤ-pɐ-tsɿ	олобацзы	рабодза (рабочий)		B:15a-03 長工 
車史囊古變子	车史囊古变子	NONE	ts‘ɤ-sɿ-nɐ ku-pie-tsɿ	цосына губецзы	честный купец (независимый купец)		B:15a-04 出各買賣人 
巴什泥克	巴什泥克	NONE	pa-səʔ-ni-k‘əʔ	басэникэ	пашник (крестьянин)		B:15a-04 莊戶人 
納福地兒	纳福地儿	NONE	na  fə -ti-ər ʔ ʔ	на фэдир	на фатир (жить на квартире)		B:15a-04 住家兒的 
昔力不泥各	昔力不泥各	NONE	ɕiə -liə -pə -ni-kəʔ ʔ ʔ ʔ	силибэнигэ	серебряник (ювелир)		B:15a-04 銀匠 
色棒什泥各	色棒什泥各	NONE	sə -pɐ-̃səʔ-ni-kəʔ ʔ	сэбасэнигэ	сапожник		B:15a-05 鞋匠 
波而獨那	波而独那	NONE	pɤ-ər-tuə -na ʔ	бордуна	портной		B:15a-05 裁縫 
泥什	泥什	NONE	ni-səʔ	нисэ	нищий		B:15a-05 乞丐  
費力手	费力手	NONE	fei-liə -səu ʔ	фэйлису	плешивый (бритый)		B:15a-05 剃頭的  
則不料史坎	则不料史坎	NONE	tsə -pə -liau-sɿ-k‘æ̃ ʔ	цзэбэляосыкэ	заболяшка (покрытый сыпью)		ʔB:15a-05 (削)皮人  
少各利	少各利	NONE	sau-kə -li	саогэли	щёголь		ʔB:15a-06 時行人  
都拉坎	都拉坎	NONE	tu-la-k‘æ̃	дулакэ	дурак		B:15a-06 [莫]聰人  
悞門內尺勞未可	悞门内尺劳未可	NONE	u-məŋ-nuei ts‘ə -lau-vei-k‘ɤ	умэннуй цэлаовэйко	умный человек		ʔB:15a-06 伶俐人  
不洛旺而內	不洛旺而内	NONE	pə -luə -vɐ-ər-nuei ʔ	бэлуварнуй	проворный (одно произношение) (умелый)		ʔB:15a-06 巧妙人 二  
昔迷而內	昔迷而内	NONE	ɕiə -mi-ər-nuei	симирнуй	смирный (другое произношение) (умелый)		ʔB:15a-06 巧妙人 二  
習迷而內	习迷而内	NONE	ɕiə -mi-ər-nuei	симирнуй	смирный (благонравный человек)		ʔB:15a-06 老實人  
力念旺而內	力念旺而内	NONE	liə -nie-vɐ-ər-nuei	линеварнуй	реноварный (ревностный)		ʔB:15a-07 勤謹人  
史故不	史故不	NONE	sɿ-ku-pə	сыгубэ	скупой		ʔB:15a-07 仔細人  
不料木六地	不料木六地	NONE	pə -liau-mə  liəu-ti ʔ	бэляомэ-люди	прямо-люди (честный человек)		ʔB:15a-07 正經人  
錄吓外六地	录吓外六地	NONE	luə -xa-vai liəu-ti	лухавай люди	лукавый люди (негодяй)		ʔB:15a-07 混帳人  
吓的內六地	吓的内六地	NONE	ka-tiə -nuei liəu-ti	гадинуй люди	гадный люди (мошенник)		ʔB:15a-07 揙(騙)子手  
欠納旺兒	欠纳旺儿	NONE	ʨ‘ie-na  vɐ̃-ər	цена-вар	цена-вор (большой вор)		ʔB:15a-08 大賊  
旺兒	旺儿	NONE	vɐ̃-ər	вар	вор		B:15a-08 毛賊  
忙什泥坎	忙什泥坎	NONE	mɐ-sə -ni-k‘æ̃	масэникэ	мошенник (нечистая сила)		ʔB:15a-08 毛鬼神  
捧捧	捧捧	NONE	p‘əŋ-p‘əŋ	пэнпэн	поп (монах)		B:15a-08 小和尚  
刀不力尺勞未可	刀不力尺劳未可	NONE	tau-pə -liəʔ ts‘əʔ-lau-vei-k‘ɤ	даобэли цэлаовэйко	добрый человек (хороший человек)		ʔB:15a-08 好人  
戶達尺勞未可	户达尺劳未可	NONE	xu-ta  ts‘ə -lau-vei-k‘ɤ	худа-цэлаовэйко	худо-человек (плохой человек)		ʔB:15a-09 賴人  
言木什坎	言木什坎	NONE	ie-mə -sə -k‘æ̃ ʔ	емэсэкэ	ямщик (одно произношение)		ʔB:15a-09 車官兒 二  
英木世可	英木世可	NONE	iŋ-mə -sɿ-k‘ɤ	инмэсыко	ямщик (другое произношение)		ʔB:15a-09 車官兒 二  
把路子	把路子	NONE	pa-ləu-tsɿ	балоуцзы	балудза (раб, слуга)		B:15a-09 奴才  
姑力凹	姑力凹	NONE	ku-liə -va	гулива	гулива (парень)		ʔB:15a-09 小伙  
票各浪	票各浪	NONE	p‘iau-kəʔ-lɐ	пяогэла	пёгла (одно произношение) (проститутка)		B:15a-09 嫖子 二音  
衣嫖子	衣嫖子	NONE	i-p‘iau-tsɿ	ипяодзы	ипёдза (другое произношение) (проститутка)		B:15a-09 嫖子 二音  
谷路合	谷路合	NONE	kuə -ləu-xəʔ ʔ	гулоухэ	глухой		B:15b-01 聾子 
黑勞賣	黑劳卖	NONE	xə -lau-mai ʔ	хэлаомай	хромой		B:15b-01 拐子 
惟稍坎	惟稍坎	NONE	vei-sau-k‘æ̃	вэйсаокэ	высокий		B:15b-01 高身子 
不力世外	不力世外	NONE	pəʔ-liəʔ-sɿ-vai	бэлисывай	плешивый (лысый)		B:15b-01 禿子 
不泥日	不泥日	NONE	pəʔ-ni-zəʔ	бэнизэ	пониже (коротышка)		B:15b-01 委(矮)子 
什淂浪	什淂浪	NONE	sə -tiəʔ-lɐ ʔ	сэдила	шадра (рябой)		B:15b-01 疤子 
席力拜	席力拜	NONE	ɕiəʔ-liəʔ-pai	силибай	слепой		B:15b-02 瞎子 
各力外	各力外	NONE	kəʔ-liəʔ-vai	гэливай	кривой (одноглазый)		B:15b-02 一只眼 
必京住不	必京住不	NONE	piəʔ-ʨiŋ-tsu-pəʔ	бицзинцзубэ	беззубый		B:15b-02 豁牙子 
則矣坎	则矣坎	NONE	tsə -i-k‘æ̃ ʔ	цзэикэ	заика		B:15b-02 急咳子 
史都利了	史都利了	NONE	sɿ-tu-li-la  ʔ	сыдулила	сдурила (сумасшедший)		B:15b-02 瘋子 
各力細外	各力细外	NONE	kə -liəʔ-ɕi-vai ʔ	гэлисивай	красивый		B:15b-03 生的好 
線别力坎何勞什	线别力坎何劳什	NONE	ɕie-piə -liə -k‘æ̃ xɤ-lau-səʔ	себиликэ холаосэ	с велика хороший (уродиться красивым)		B:15b-03 生的好親 
念什必的吓	念什必的吓	NONE	nie-sə -piə -tiə -xa ʔ ʔ	несэбидиха	несбитка (уродиться некрасивым)		B:15b-03 生的醜 
各勞射兵(岳)	各劳射兵(岳)	NONE	kə -lau-sɤ-yəʔ ʔ	гэлаосою	крашея (кривошеий)		B:15b-03 歪脖子 
高力垻	高力垻	NONE	kau-liə -pa ʔ	гаолиба	горба (горбатый)		B:15b-04 戈子 
必利稍路各	必利稍路各	NONE	piəʔ-li-sau-ləu-kəʔ	билисаолоугэ	близорукий		B:15b-04 近視眼 
亞力外尺勞未可	亚力外尺劳未可	NONE	ia-liəʔ-vai ts‘əʔ-lau-vei-k‘ɤ	яливай цэлаовэйко	яривый человек (яровый человек)		B:15b-04 坎快人 
阿甲賴	阿甲赖	NONE	aʔ-ʨiaʔ-lai	ацзялай	ацзялай (чёрт)		B:15b-04 鬼 
謀的而內	谋的而内	NONE	mu-tiə -ər-nuei ʔ	мудирнуй	мудрёный (гадатель по лицу)		B:15b-04 相面的 
不曬史	不晒史	NONE	pə -sai-sɿ ʔ	бэсайсы	посадский (народ)		B:15b-05 百姓 
俏而頭夜毛池	俏而头夜毛池	NONE	ʨ‘iau-ər-t‘əu ie-mau-ts‘ɿ	цяортоу емаоцы	чёрт имеется (отвратительный чёрт)		B:15b-05 惡心鬼 
希未佃的力	希未佃的力	NONE	ɕi-vei-t‘ie-tiəʔ-liəʔ	сивэйтедили	свидетель		B:15b-05 證見 
未笑力	未笑力	NONE	vei-ɕiau-liəʔ	вэйсяоли	весёлый		B:15b-05 紅活人 
面洛池泥各	面洛池泥各	NONE	mie-luə -ts‘ɿ-ni-kəʔ ʔ	мелуцынигэ	мелочник (торговец мелким товаром)		B:15b-05 倒莊兒的 
兩故什坎	两故什坎	NONE	liɐ̃-ku-səʔ-k‘æ̃	лягусэкэ	лягушка (ругательство)		B:15b-06 王八 
衣嫖喇嚒	衣嫖喇嚒	NONE	i-p‘iau-la-mə	ипяоламэ	ипёлама (ругательство)		B:15b-06 水旦 
不浪史到	不浪史到	NONE	pə -lɐ-sɿ-tau ʔ	бэласыдао	простой [человек]		B:15b-06 四海人 
𡰪路各	𡰪路各	NONE	tuə -ləu-kəʔ ʔ	дулоугэ	друг		B:15b-06 相遇 
不力牙的兒	不力牙的儿	NONE	pəʔ-liəʔ-ia-tiəʔ-ər	бэлиядир	приятель		B:15b-06 好相遇 
吳池淂而	吴池淂而	NONE	u-ts‘ɿ-tiə -ər ʔ	уцыдир	учитель		B:15b-07 先生 
吳池泥各	吴池泥各	NONE	u-ts‘ɿ-ni-kə  ʔ	уцынигэ	ученик		B:15b-07 徒弟 
史旺泥各	史旺泥各	NONE	sɿ-vɐ-ni-kəʔ	сыванигэ	сводник (сваха)		B:15b-07 媒人 
史面什內	史面什内	NONE	sɿ-mie-sə -nuei ʔ	сымесэнуй	смешной		B:15b-07 二膩子 
押尾	押尾	NONE	ia -vei ʔ	явэй	явый (одно произношение) (дьявол)		B:15b-07 妖精 二音 
毛什泥各	毛什泥各	NONE	mau-səʔ-ni-kəʔ	маосэнигэ	мошенник (другое произношение) (дьявол)		B:15b-07 妖精 二音
面林泥各	面林泥各	NONE	mie-liŋ-ni-kəʔ	мелиннигэ	мельник		B:15b-08 磨官兒 
谷暮合	谷暮合	NONE	kuəʔ-mu-xəʔ	гумухэ	гумоха (злой дух)		B:15b-08 死鬼 
扯史內六的	扯史内六的	NONE	ts‘ɤ-sɿ-nuei liəu-tiə	цосынуй люди	честный люди (порядочный человек)		B:15b-08 有福的 
淂蘭念𡰪	淂兰念𡰪	NONE	tiə -læ̃ nie-tuəʔ ʔ	дилэ неду	дела нету (бесчестный человек)		B:15b-08 莫福人 
束古不力	束古不力	NONE	suəʔ-ku-pəʔ-liəʔ	сугубэли	сгубили (преступник)		B:15b-08 奸人 
吾不兩面連史	吾不两面连史	NONE	u-pəʔ-liɐ-mie-lie-sɿ	убэлямелесы	упрямец		B:15b-09 對路人 
亦力奴合	亦力奴合	NONE	iə -liə -nəu-xə  ʔ ʔ	елиноухэ	евнух		B:15b-09 老公 
把力半什坎	把力半什坎	NONE	pa-liəʔ-pæ̃-səʔ-k‘æ̃	балибэсэкэ	барибашка (барабанщик)		B:15b-09 鼓手 
則未地內	则未地内	NONE	tsəʔ-vei-ti-nuei	цзэвэйдинуй	завиденный (завистник)		B:15b-09 小人 
以之旺什坎	以之旺什坎	NONE	i-tsɿ-vɐ-sə -k‘æ̃ ʔ	ицзывасэкэ	извозчик (носильщик)		B:15b-09 腳夫 
棒池內六地	棒池内六地	NONE	pɐ̃-ts‘ɿ-nuei liəu-ti	бацынуй люди	почный люди (почтальон)		B:16a-01 跑信人 
票各浪	票各浪	NONE	p‘iau-kəʔ-lɐ	пяогэла	пёгла (беглый)		B:16a-01 土條(逃)子 
刀不浪佃的力內	刀不浪佃的力内	NONE	tau-pəʔ-lɐ-t‘ie-tiəʔ-liəʔ-nuei	даобэладедилинуй	добродетельный		B:16a-01 善人 
面昔泥坎	面昔泥坎	NONE	mie-ɕiəʔ-ni-k‘æ̃	месиникэ	мясник		B:16a-01 賣肉的 
史哥而壓坎	史哥而压坎	NONE	sɿ-kɤ-ər-iaʔ-k‘æ̃	сыгоръякэ	скорняк		B:16a-02 毛毛匠 
未必而到克	未必而到克	NONE	vei-piə -ər-tau-k‘ə  ʔ	вэйбирдаокэ	выберток (бросовый товар)		B:16a-02 襍宗 
亞外	亚外	NONE	ia-vai	явай	явый (дьявол)		B:16a-02 人熊 
無高而泥各	无高而泥各	NONE	u-kau-ər-ni-kə	угаорнигэ	угодник (великий мудрец)		B:16a-02 大賢人 
史各浪門內	史各浪门内	NONE	sɿ-kəʔ-lɐ-məŋ-nuei	сыгэламэннуй	скромный (достойный)		B:16a-02 大丈夫 
布而賴	布而赖	NONE	pu-ər-lai	бурлай	бурлай (бурлак)		B:16a-03 受苦人 
以命泥	以命泥	NONE	i-miŋ-ni	иминни	имени (именитый)		B:16a-03 有身分人 
舍不命坎	舍不命坎	NONE	sɤ-pə -miŋ-k‘æ̃ ʔ	собэминкэ	споминка (вспоминать)		B:16a-03 訖答 
暮日坎	暮日坎	NONE	mu-zə -k‘æ̃ ʔ	музэкэ	мужик		B:16a-03 男人 
巴巴	巴巴	NONE	pa-pa	баба	баба		B:16a-03 女人  
史大利	史大利	NONE	sɿ-ta-li	сыдали	старый [по возрасту]		B:16a-04 老少人  
毛羅代	毛罗代	NONE	mau-luɤ-tai	маолодай	молодой		B:16a-04 少年人  
不地牙池	不地牙池	NONE	pə -ti-ia-ts‘ɿ ʔ	бэдияцы	подьячий (мелкий письмоводитель)		B:16a-04 官書吏  
不浪浪克	不浪浪克	NONE	pə -lɐ-lɐ-k‘ə  ʔ ʔ	бэлалакэ	пророк (святой)		B:16a-04 地仙  
板坎而	板坎而	NONE	pæ̃-k‘æ̃-ər	бэкэр	богач		B:16a-04 富毫(豪)  
借𡰪什坎	借𡰪什坎	NONE	ʨie-tuə -sə -k‘æ̃ ʔ ʔ	цзедусэкэ	дедушка		B:16a-06 祖父  
巴五什坎	巴五什坎	NONE	pa-u-səʔ-k‘æ̃	баусэкэ	бабушка		B:16a-06 祖母  
巴九什坎	巴九什坎	NONE	pa-ʨiəu-səʔ-k‘æ̃	бацзюсэкэ	батюшка		B:16a-06 父親  
麻𡰪什坎	麻𡰪什坎	NONE	ma-tuə -sə -k‘æ̃ ʔ ʔ	мадусэкэ	матушка		B:16a-06 母親  
哦羅各浪伏坎	哦罗各浪伏坎	NONE	γɤ-luɤ-kə -lɐ-fə -k‘æ̃	ологэлафэкэ	свекровка (бабушка по матери)		B:16a-06 外婆  
麻鷄各	麻鸡各	NONE	ma-ʨi-kəʔ	мацзигэ	мачеха		B:16a-07 繼母  
加九什坎	加九什坎	NONE	ʨia-ʨiəu-səʔ-k‘æ̃	цзяцзюсэкэ	дядюшка		B:16a-07 叔父  
叫𡰪什坎	叫𡰪什坎	NONE	ʨiau-tuəʔ-səʔ-k‘æ̃	цзяодусэкэ	тётушка (жена младшего брата отца)		B:16a-07 嬸母  
借史淂	借史淂	NONE	ʨie-sɿ-tiəʔ	цзесыди	тесть		B:16a-07 丈人  
叫什	叫什	NONE	ʨiau-səʔ	цзяосэ	тёща		B:16a-07 丈母  
叫𡰪什坎	叫𡰪什坎	NONE	ʨiau-tuəʔ-səʔ-k‘æ̃	цзяодусэкэ	тётушка (тётка по отцу)		B:16a-07 姑母  
史𡰪凹什坎	史𡰪凹什坎	NONE	sɿ-tuə -va-sə -k‘æ̃ ʔ ʔ	сыдувасэкэ	сватушка (муж тётки по отцу)		B:16a-08 姑父  
喜亡各力	喜亡各力	NONE	ɕi-vɐ-kəʔ-liəʔ	сивагэли	свёкор		B:16a-08 翁翁  
喜亡各力什伏坎	喜亡各力什伏坎	NONE	ɕi-vɐ-kə -liə -sə -fəʔ-k‘æ̃	сивагэлисэфэкэ	свекришка (свекровь)		B:16a-08 婆婆  
史凹的	史凹的	NONE	sɿ-va-tiə  ʔ	сывади	сват		B:16a-08 親家  
不兩子	不两子	NONE	pə -liɐ-tsɿ ʔ	бэляцзы	братцы (старший брат)		B:16a-08 兄  
不兩弟子	不两弟子	NONE	pə -liɐ-ti-tsɿ ʔ	бэлядицзы	братец (младший брат)		B:16a-08 弟  
不拉旦不兩子	不拉旦不两子	NONE	pə -la-tæ̃ pə -liɐ-tsɿ ʔ ʔ	бэладэ бэляцзы	брата братцы (двоюродный брат)		B:16a-09 姑舊弟兄  
社史的而	社史的而	NONE	sɤ-sɿ-tiəʔ-ər	сосыдир	сёстер (старшая сестра)		B:16a-09 姐姐  
社史的利子	社史的利子	NONE	sɤ-sɿ-tiə -li-tsɿ ʔ	сосыдилицзы	сестрица (младшая сестра)		B:16a-09 妹妹  
嫁的	嫁的	NONE	ʨia-tiəʔ	цзяди	зять (муж старшей сестры)		B:16a-09 姐夫  
年外什坎	年外什坎	NONE	nie-vai-səʔ-k‘æ̃	невайсэкэ	невестка (жена старшего брата)		B:16a-09 嫂嫂  
佃未力	佃未力	NONE	t‘ie-vei-liəʔ	тевэйли	деверь (младший брат мужа)		B:16b-01 小叔子  
皂勞伏坎	皂劳伏坎	NONE	tsau-lau-fəʔ-k‘æ̃	цзаолаофэкэ	золовка (младшая сестра мужа)		B:16b-01 小姑子  
生林	生林	NONE	səŋ-liŋ	сэнлин	шурин (старший брат мужа)		B:16b-01 大兄哥  
少林	少林	NONE	sau-liŋ	саолин	шурин (младший брат жены)		B:16b-01 小舊(舅)子  
史勿牙成	史勿牙成	NONE	sɿ-və -ia-ts‘əŋ ʔ	сывэяцэн	своячен (младшая сестра жены)		B:16b-01 小胰(姨)子  
嫁的	嫁的	NONE	ʨia-tiəʔ	цзяди	зять (муж дочери)		B:16b-02 女婿子  
史勿牙各	史勿牙各	NONE	sɿ-və -ia-kə  ʔ ʔ	сывэягэ	свояк (муж сестры)		B:16b-02 連今(襟)  
别力命泥	别力命泥	NONE	piəʔ-liəʔ-miŋ-ni	билиминни	племянник		B:16b-02 姪兒  
生奴什坎	生奴什坎	NONE	səŋ-nəu-səʔ-k‘æ̃	сэнноусэкэ	сынушка (сын)		B:16b-02 兒  
巴林	巴林	NONE	pa-liŋ	балин	парень		B:16b-02 大孩子  
勿奴什坎	勿奴什坎	NONE	və -nəu-sə -k‘æ̃ ʔ ʔ	вэноусэкэ	внушка (внук)		B:16b-02 孫子  
哦或奴什坎	哦或奴什坎	NONE	γɤ-xuə -nəu-sə -k‘æ̃ ʔ ʔ	охуноусэкэ	ухнушка (незаконно-рожденный)		B:16b-03 刮地  
哦羅地念	哦罗地念	NONE	γɤ-luɤ-ti-nie	олодине	родня		B:16b-03 親戚  
不力亞的兒	不力亚的儿	NONE	pə -liəʔ-ia-tiəʔ-ər ʔ	бэлиядир	приятель		B:16b-03 朋友  
佃尾兒	佃尾儿	NONE	t‘ie-vei-ər	тевэйр	деверь (старший брат мужа)		B:16b-03 大伯子  
哦羅地子	哦罗地子	NONE	γɤ-luɤ-ti-tsɿ	олодицзы	родиться		B:16b-03 生孩子  
明泥泥各	明泥泥各	NONE	miŋ-ni-ni-kəʔ	миннинигэ	именинник (день рождения)		B:16b-04 生日  
不利史念之	不利史念之	NONE	pəʔ-li-sɿ-nie-tsɿ	бэлисынецзы	близнецы		B:16b-04 雙生  
合勞史代	合劳史代	NONE	xə -lau-sɿ-tai ʔ	хэлаосыдай	холостой		B:16b-04 光棍漢  
勿搭外	勿搭外	NONE	vəʔ-taʔ-vai	вэдавай	вдова		B:16b-04 寡婦  
各料史內巴九什坎	各料史内巴九什坎	NONE	kə -liau-sɿ-nuei  pa-ʨiəu-səʔ-k‘æ̃	гэляосынуй бацзюсэкэ	крёстный батюшка		B:16b-04 乾父  
高勞旺	高劳旺	NONE	kau-lau-vɐ̃	гаолаова	голова		B:16b-06 頭  
哦羅日	哦罗日	NONE	γɤ-luɤ-zəʔ	олозэ	рожа (лицо)		B:16b-06 臉  
各拉子	各拉子	NONE	kəʔ-la-tsɿ	гэлацзы	глаза		B:16b-06 眼  
鬧史	闹史	NONE	nau-sɿ	наосы	нос		B:16b-06 鼻子  
哦羅淂	哦罗淂	NONE	γɤ-luɤ-tiəʔ	олоди	рот		B:16b-06 口  
岳幾各	岳几各	NONE	yəʔ-ʨi-kəʔ	юэцзыгэ	язык		B:16b-06 舌 
縐卜	绉卜	NONE	tsəu-pəʔ	цзубэ	зуб		B:16b-06 牙 
不羅尾	不罗尾	NONE	pə -luɤ-vei ʔ	бэловэй	брови		B:16b-07 眉 
悞什	悞什	NONE	u-sə  ʔ	усэ	уши		B:16b-07 耳 
旺洛史	旺洛史	NONE	vɐ̃-luəʔ-sɿ	валусы	волосы		B:16b-07 髮 
不羅代	不罗代	NONE	pə -luɤ-tai ʔ	бэлодай	борода		B:16b-07 鬚 
射岳	射岳	NONE	sɤ-yəʔ	союэ	шея		B:16b-07 頂 
杜什	杜什	NONE	tu-səʔ	дусэ	туша (тело)		B:16b-07 身子 
不流合	不流合	NONE	pə -liəu-xə  ʔ ʔ	бэлюхэ	брюхо (живот)		B:16b-07 肚 
鷄鷄什坎	鸡鸡什坎	NONE	ʨi-ʨi-səʔ-k‘æ̃	цзицзисэкэ	титешка (грудь)		B:16b-08 乳 
票而史	票而史	NONE	p‘iau-ər-sɿ	пяорсы	перст (палец)		B:16b-08 脂 
鬧各地	闹各地	NONE	nau-kə -ti ʔ	наогэди	ноготь		B:16b-08 脂角(指甲) 
昔並內	昔并内	NONE	ɕiəʔ-piŋ-nuei	сибиннуй	спинный (спина)		B:16b-08 背 
染力	染力	NONE	zæ̃-liəʔ	зэли	жилы		B:16b-08 觔(筋) 
告史	告史	NONE	kau-sɿ	гаосы	кость		B:16b-08 骨 
線而史	线而史	NONE	ɕie-ər-sɿ	серсы	сердце		B:16b-08 心 
錄吓	录吓	NONE	luəʔ-xa	луха	рука		B:16b-08 手 
錄凍	录冻	NONE	luəʔ-tuŋ	лудун	ладонь		B:16b-09 手心 
料恆坎	料恆坎	NONE	liau-xəŋ-k‘æ̃	ляохэнкэ	лёгкие		B:16b-09 肺 
變求	变求	NONE	pie-ʨ‘iəu	бецю	печень		B:16b-09 肝 
日路的坎	日路的坎	NONE	zə -ləu-tiə -k‘æ̃ ʔ ʔ	зэлоудикэ	желудок		B:16b-09 大腸 
干什坎	干什坎	NONE	kæ̃-sə -k‘æ̃ ʔ	гэсэкэ	кишка		B:16b-09 小腸 
鬧桿	闹桿	NONE	nau-kæ̃	наогэ	нога (бедро)		B:16b-09 大腿 
告林	告林	NONE	kau-liŋ	гаолин	голень		B:17a-01 小腿 
鬧各	闹各	NONE	nau-kə  ʔ	наогэ	нога (ступня)		B:17a-01 足 
各浪非	各浪非	NONE	kə -lɐ-fei ʔ	гэлафэй	кровь		B:17a-01 血 
灰	灰	NONE	xuei	хуй	хуй		B:17a-01 陽物 
毴史大	毴史大	NONE	pi-sɿ-ta	бисыда	пизда		B:17a-01 陰戶 
繞卜	绕卜	NONE	zau-pəʔ	заобэ	жопа		B:17a-01 屁股 
欠克	欠克	NONE	ʨ‘ie-k‘ə  ʔ	цекэ	тёк (сперма)		B:17a-01 男精 
布卜	布卜	NONE	pu-pə  ʔ	бубэ	бупа (женские выделения)		B:17a-02 女精 
布各	布各	NONE	pu-kəʔ	бугэ	бок (поясница)		B:17a-02 腰 
高文鬧	高文闹	NONE	kau-vəŋ-nau	гаовэннао	говно		B:17a-02 糞 
沙地	沙地	NONE	sa-ti	сади	ссать (мочиться)		B:17a-02 尿 
必史地	必史地	NONE	piə -sɿ-ti ʔ	бисыди	бзди (пускать газы)		B:17a-02 屁 
哦羅地子	哦罗地子	NONE	γɤ-luɤ-ti-tsɿ	олодицзы	уродился (вырасти)		B:17a-02 長大了 
繞成	绕成	NONE	zau-ts‘əŋ	заоцэн	желчь		B:17a-03 膽子 
細洛	细洛	NONE	ɕi-luə  ʔ	силу	сила		B:17a-03 力量 
得爛	得烂	NONE	tiə -læ̃ ʔ	дилэ	дела		B:17a-03 造化 
杜史爛伏	杜史烂伏	NONE	tu-sɿ-læ̃-fə	дусылэфэ	душлив (судьба)		B:17a-03 運氣 
哦貝池	哦贝池	NONE	γɤ-pei-ts‘ɿ	обэйцы	обычай (характер)		B:17a-03 脾氣 
念暮日	念暮日	NONE	nie mu-zə	не музэ	не може (болеть)		B:17a-03 病了 
不羅認泥牙	不罗认泥牙	NONE	pəʔ-luɤ-zəŋ-ni-ia	бэлозэнния	положение (характер)		B:17a-04 脾胃 
不利的	不利的	NONE	pə -li-tiəʔʔ	бэлиди	болеть		B:17a-04 疼力 
則布合	则布合	NONE	tsəʔ-pu-xəʔ	цзэбухэ	запух (вспухнуть)		B:17a-04 種(腫)拉 
吓什夜史	吓什夜史	NONE	xa-sə -ie-sɿ ʔ	хасэесы	кашляешь		B:17a-04 咳嗽力 
不流泥	不流泥	NONE	pə -liəu-ni ʔ	бэлюни	плюнь		B:17a-04 唾力 
杜夷	杜夷	NONE	tu-i	дуи	дуй (дуть)		B:17a-05 吹力 
伏爛坎	伏烂坎	NONE	fəʔ-læ̃-k‘æ̃	фэлэкэ	влага (оспа)		B:17a-05 天疤瘡 
或各都而	或各都而	NONE	xuə?-kə -tu-ər ʔ	хугэдур	фактур (товарный знак)		B:17a-05 號兒 
波而此	波而此	NONE	pɤ-ər-ts‘ɿ	борцы	пульс		B:17a-05 號脈 
不力池	不力池	NONE	pəʔ-liəʔ-ts‘ɿ	бэлицы	полечи (вылечить)		B:17a-05 治力 
力吓兒史徒	力吓儿史徒	NONE	liəʔ-xa-ər-sɿ-t‘u	лихарсыту	лекарство		B:17a-05 藥 
力吓史坎古什	力吓史坎古什	NONE	liəʔ-xa-sɿ-k‘æ̃ ku-səʔ	лихасыкэ гусэ	лекашка кушай (принять лекарство)		B:17a-06 吃藥力 
比六里	比六里	NONE	pi-liəu-li	билюли	пилюли		B:17a-06 丸藥 
不拉史地而	不拉史地而	NONE	pə -la-sɿ-ti-ər	бэласыдир	пластырь		B:17a-06 膏藥 
不力凹的	不力凹的	NONE	pə -liəʔ-va-tiəʔ	бэливади	плевать		B:17a-06 吐力 
告白	告白	NONE	kau-pai	гаобай	копай (нарыв)		B:17a-06 糠瘡 
半只坎黑浪的內	半只坎黑浪的内	NONE	pæ̃-tsɿ-k‘æ̃-xəʔ-lɐ-tiəʔ-nuei	бэцзыкэ хэладинуй	печка холодный (остынуть)		B:17a-07 下寒 
此未的坎乍别而內	此未的坎乍别而内	NONE	ts‘ɿ-vei-tiəʔ-k‘æ̃ tsa-piəʔ-ər-nuei	цывэйдикэ цзабирнуй	цветик жаберный (сыпь)		B:17a-07 血避 
七賀的坎	七贺的坎	NONE	ʨ‘iə -xɤ-tiə -k‘æ̃	циходикэ	чахотка		B:17a-07 勞氣 
未的兒罷拉	未的儿罢拉	NONE	vei-tiə -ər-pa-la	вэйдирбала	выдербала (инсульт)		B:17a-07 仲(中)風 
各兩吉克	各两吉克	NONE	kə -liɐ-ʨiə -k‘ə	гэляцзикэ	горячка		B:17a-08 傷寒 
日外	日外	NONE	zə -vai	зэвай	живой		B:17a-08 活只力 
哦力並內	哦力并内	NONE	γɤ-liəʔ-piŋ-nuei	олибиннуй	рябинный (рябой)		B:17a-08 殘沙 
旺史巴	旺史巴	NONE	vɐ̃-sɿ-pa	васыба	оспа		B:17a-08 蔴子疤 
各亂地	各乱地	NONE	kə -luæ̃-ti ʔ	гэлуэди	грудь (грудная клетка)		B:17a-08 胸脯子 
不流求	不流求	NONE	pə -liəu-ʨ‘iəu ʔ	бэлюцю	плечо		B:17a-09 肩縛 
潦各地	潦各地	NONE	lau-kəʔ-ti	лаогэди	локоть		B:17a-09 圪肘 
浪克	浪克	NONE	lɐ̃-k‘ə  ʔ	лагэ	рак (одно произношение) (голеностоп)		B:17a-09 牛眼骨 二 
昧史各	昧史各	NONE	mei-sɿ-kəʔ	мэйсыгэ	мышка (второе произношение) (голеностоп)		B:17a-09 牛眼骨 二 
不利史內	不利史内	NONE	pə -li-sɿ-nuei ʔ	бэлисынуй	плюсный (плюсна)		B:17a-09 足面 
必達	必达	NONE	piə -ta  ʔ ʔ	бида	пята		B:17a-09 足後跟 
