	doc_name	sentence_id	sentence_rus	sentence_zho	proper_names	proper_zh	wordlist	jieba	pku	stanford
102	otcy_i_deti.xml	1	 В Никольском , в саду , в тени высокого ясеня , сидели на дерновой скамейке Катя с Аркадием , на земле возле них поместилась Фифи , придав своему длинному телу тот изящный поворот , который у охотников слывет « русачьей полежкой ». 	在尼科利村的花园里，卡捷琳娜和阿尔卡季同坐在一张铺着草皮的长椅上。他们头顶上是棵高大的水曲柳，身旁躺着菲菲。菲菲躺的姿势猎人们把它称作“伏兔式”：身躯修长，曲线优美。	Никольском_Катя_Аркадием_Фифи	尼科利_卡捷琳娜_阿尔卡季_菲菲	阿尔卡季_	在_尼_科利_村_的_花园里_，_卡捷琳娜_和_阿尔卡_季同_坐在_一张_铺_着_草皮_的_长椅_上_。_他们_头顶_上_是_棵_高大_的_水曲柳_，_身旁_躺_着_菲菲_。_菲菲_躺_的_姿势_猎_人们_把_它_称作_“_伏兔式_”_：_身躯_修长_，_曲线_优美_。	在_尼科利村_的_花园_里_，_卡捷琳娜_和_阿尔卡季_同_坐_在_一_张_铺_着_草皮_的_长椅_上_。_他们_头顶_上_是_棵_高大_的_水曲_柳_，_身旁_躺_着_菲菲_。_菲菲躺_的_姿势_猎人们_把_它_称作_“_伏兔式_”_：_身躯_修长_，_曲线_优美_。	在_尼_科利_村_的_花园里_，_卡捷琳娜_和_阿尔卡季_同_坐在_一_张_铺_着_草皮_的_长椅_上_。_他们_头顶_上_是_棵_高大_的_水曲柳_，_身旁_躺着_菲菲_。_菲菲_躺_的_姿势_猎人们_把_它_称作_“_伏兔式_”_：_身躯_修长_，_曲线_优美_。
103	otcy_i_deti.xml	2	 И Аркадий и Катя молчали , он держал в руках полураскрытую книгу , а она выбирала из корзинки оставшиеся в ней крошки белого хлеба и бросала их небольшой семейке воробьев , которые , с свойственной им трусливою дерзостью , прыгали и чирикали у самых ее ног . 	卡捷琳娜也好，阿尔卡季也好，都不说话。他手里拿本打开的书，而她在捡篮子里的白面包屑投给一小群在她面前嘁嘁喳喳、跳跳蹦蹦的胆小麻雀。	Аркадий_Катя	阿尔卡季_卡捷琳娜	阿尔卡季_	卡捷琳娜_也好_，_阿尔卡_季_也好_，_都_不_说话_。_他_手里_拿本_打开_的_书_，_而_她_在_捡_篮子_里_的_白_面包屑_投给_一_小群_在_她_面前_嘁嘁喳喳_、_跳跳蹦蹦_的_胆小_麻雀_。	卡捷琳娜_也好_，_阿尔卡季_也好_，_都_不_说话_。_他_手里_拿_本_打开_的_书_，_而_她_在_捡篮子_里_的_白面_包屑_投给_一_小群_在_她_面前_嘁嘁喳喳_、_跳跳_蹦蹦_的_胆小_麻雀_。	卡捷琳娜_也好_，_阿尔卡季_也好_，_都_不_说话_。_他_手里_拿_本_打开_的_书_，_而_她_在_捡_篮子_里_的_白面包屑_投给_一小群_在_她_面前_嘁嘁喳喳_、_跳跳_蹦蹦_的_胆小_麻雀_。
104	otcy_i_deti.xml	3	 Слабый ветер , шевеля в листьях ясеня , тихонько двигал взад и вперед , и по темной дорожке , и по желтой спине Фифи , бледно - золотые пятна света , ровная тень обливала Аркадия и Катю , только изредка в ее волосах зажигалась яркая полоска . 	微风在水曲柳枝叶间穿梭，给林荫小道，给菲菲黄色的背脊上投下游动的乳白色、桔黄色光斑。密密的浓荫盖住了卡捷琳娜和阿尔卡季，只在她头发上偶或掠过一道明亮的阳光。	Фифи_Аркадия_Катю	菲菲_卡捷琳娜_阿尔卡季	阿尔卡季_	微风_在_水曲柳_枝叶_间_穿梭_，_给_林荫_小道_，_给菲菲_黄色_的_背脊_上_投下_游动_的_乳白色_、_桔黄色_光斑_。_密密的_浓荫_盖住_了_卡捷琳娜_和_阿尔卡_季_，_只_在_她_头发_上_偶或_掠过_一道_明亮_的_阳光_。	微风_在_水曲_柳枝叶_间_穿梭_，_给_林荫_小道_，_给_菲菲黄色_的_背脊_上_投下_游动_的_乳白色_、_桔黄色_光斑_。_密密_的_浓荫_盖_住_了_卡捷琳娜_和_阿尔卡季_，_只_在_她_头发_上偶_或_掠过_一道_明亮_的_阳光_。	微风_在_水曲柳_枝叶_间_穿梭_，_给_林荫_小道_，_给_菲菲_黄色_的_背脊_上_投下_游动_的_乳白色_、_桔黄色_光斑_。_密密_的_浓荫_盖住_了_卡捷琳娜_和_阿尔卡季_，_只_在_她_头发_上_偶或_掠过_一_道_明亮_的_阳光_。
105	otcy_i_deti.xml	13	 (« Старые следы ! — подумал Аркадий . — Если б Базаров это слышал !») 	（“痕迹！”阿尔卡季不由想道，“如被巴扎罗夫听见才有话说哩！”）	Аркадий_Базаров	阿尔卡季_巴扎罗夫	巴扎罗夫_	（_“_痕迹_！_”_阿尔卡_季_不由_想道_，_“_如_被_巴扎罗夫_听见_才_有_话_说_哩_！_”_）	（_“_痕迹_！_”_阿尔卡季_不由_想道_，_“_如_被_巴扎罗夫_听见_才_有_话说_哩_！_”_）	（_“_痕迹_！_”_阿尔卡季_不_由_想_道_，_“_如被_巴扎_罗夫_听见_才_有_话说哩_！_”_）
106	otcy_i_deti.xml	18	 — Сестра , Порфирий Платонович , с которым вы уже не ссоритесь , тетушка , которую вы третьего дня проводили в церковь . 	我姐姐，还有波尔菲里·普拉托内奇——您别想辩得过他，还有我姨妈——您陪伴她去教堂接连有三天了。”	Порфирий_Платонович	波尔菲里_普拉托内奇	普拉_奇—_	我_姐姐_，_还有_波尔_菲里_·_普拉_托内奇_—_—_您_别想_辩得_过_他_，_还有_我_姨妈_—_—_您_陪伴_她_去_教堂_接连_有_三天_了_。_”	我_姐姐_，_还有_波尔菲里·普拉托内奇_——_您_别_想_辩_得_过_他_，_还有_我_姨妈_——_您_陪伴_她_去_教堂_接连_有_三_天_了_。_”	我_姐姐_，_还有_波尔_菲里·普拉托_内_奇_——_您_别_想_辩得_过_他_，_还有_我_姨妈_——_您_陪伴_她_去_教堂_接连_有_三_天_了_。_”
107	otcy_i_deti.xml	20	 А что касается до Анны Сергеевны , она сама , вы помните , во многом соглашалась с Евгением . 	至于安娜·谢尔盖耶芙娜，您可记得，她自己在许多方面也都同意叶夫根尼的观点。”	Анны_Сергеевны_Евгением	安娜_谢尔盖耶芙娜_叶夫根尼	叶夫根尼_	至于_安娜_·_谢尔盖_耶芙娜_，_您_可_记得_，_她_自己_在_许多_方面_也_都_同意_叶夫_根尼_的_观点_。_”	至于_安娜·谢尔盖耶芙娜_，_您_可_记得_，_她_自己_在_许多_方面_也_都_同意_叶夫根尼_的_观点_。_”	至于_安娜·谢尔盖耶芙娜_，_您_可_记得_，_她_自己_在_许多_方面_也_都_同意_叶夫根尼_的_观点_。_”
108	otcy_i_deti.xml	24	 Катя промолчала . 	卡捷琳娜不答话。	Катя	卡捷琳娜		卡捷琳娜_不_答话_。	卡捷琳娜_不_答话_。	卡捷琳娜_不_答话_。
109	otcy_i_deti.xml	25	 — Я знаю , — продолжал Аркадий , — он вам никогда не нравился . 	“我知道，”阿尔卡季接着说，“您从来就不喜欢他。”	Аркадий	阿尔卡季	阿尔卡季_	“_我_知道_，_”_阿尔卡_季_接着_说_，_“_您_从来_就_不_喜欢_他_。_”	“_我_知道_，_”_阿尔卡季_接着_说_，_“_您_从来_就_不_喜欢_他_。_”	“_我_知道_，_”_阿尔卡季_接着_说_，_“_您_从来_就_不_喜欢_他_。_”
110	otcy_i_deti.xml	27	 — Знаете ли что , Катерина Сергеевна ? Всякий раз , когда я слышу этот ответ , я ему не верю ... 	“卡捷琳娜·谢尔盖耶芙娜，我每次听到这样的回答都不敢相信……	Катерина_Сергеевна	卡捷琳娜_谢尔盖耶芙娜	谢尔盖_	“_卡捷琳娜_·_谢尔盖_耶芙娜_，_我_每次_听到_这样_的_回答_都_不敢相信_…_…	“_卡捷琳娜·谢尔盖耶芙娜_，_我_每次_听到_这样_的_回答_都_不_敢_相信_……	“_卡捷琳娜·谢尔盖耶芙娜_，_我_每次_听到_这样_的_回答_都_不_敢_相信_…_…
111	otcy_i_deti.xml	42	 Так вы полагаете , что он имел большое влияние на Анну Сергеевну ? 	那么，您认为安娜·谢尔盖耶芙娜受他很大影响？”	Анну_Сергеевну	安娜_谢尔盖耶芙娜	谢尔盖_	那么_，_您_认为_安娜_·_谢尔盖_耶芙娜_受_他_很大_影响_？_”	那么_，_您_认为_安娜·谢尔盖耶_芙娜_受_他_很_大_影响_？_”	那么_，_您_认为_安娜·谢尔盖耶芙娜_受_他_很_大_影响_？_”
112	otcy_i_deti.xml	117	 — Катерина Сергеевна ! — заговорил вдруг Аркадий , — вам это , вероятно , все равно : но знайте , что я вас не только на вашу сестру , — ни на кого в свете не променяю . 	“卡捷琳娜·谢尔盖耶芙娜！”阿尔卡季忽又说道，“就您而言这都无所谓，但您应知道，在这世界上，任何人，不单是您姐姐，在我心目中都无法替代您。”	Катерина_Сергеевна_Аркадий	卡捷琳娜_谢尔盖耶芙娜_阿尔卡季	阿尔卡季_	“_卡捷琳娜_·_谢尔盖_耶芙娜_！_”_阿尔卡_季忽_又_说道_，_“_就_您_而言_这_都_无所谓_，_但_您_应_知道_，_在_这_世界_上_，_任何人_，_不单是_您_姐姐_，_在_我_心目_中_都_无法_替代_您_。_”	“_卡捷琳娜·谢尔盖耶芙娜_！_”_阿尔卡季_忽_又_说道_，_“_就_您_而言_这_都_无所谓_，_但_您_应_知道_，_在_这_世界_上_，_任何_人_，_不单_是_您_姐姐_，_在_我_心目_中都_无法_替代_您_。_”	“_卡捷琳娜·谢尔盖耶芙娜_！_”_阿尔卡季忽_又_说道_，_“_就_您_而言_这_都_无所谓_，_但_您_应_知道_，_在_这_世界上_，_任何_人_，_不单是_您_姐姐_，_在_我_心目_中_都_无法_替代_您_。_”
113	otcy_i_deti.xml	122	 Катя не спеша перевела свои глаза на сестру ( изящно , даже изысканно одетая , она стояла на дорожке и кончиком раскрытого зонтика шевелила уши Фифи ) и не спеша промолвила : 	卡捷琳娜慢悠悠地把目光移到她姐姐身上，（她穿得那么漂亮，甚至是那么考究，此时正站在小径上用她张开的阳伞伞尖轻轻撩拨菲菲的耳朵，）不慌不忙地答道：	Катя_Фифи	卡捷琳娜_菲菲		卡捷琳娜_慢悠悠_地_把_目光_移到_她_姐姐_身上_，_（_她_穿_得_那么_漂亮_，_甚至_是_那么_考究_，_此时_正站_在_小径_上用_她_张开_的_阳伞_伞尖_轻轻_撩拨_菲菲_的_耳朵_，_）_不慌不忙_地_答道_：	卡捷琳娜_慢悠悠_地_把_目光_移到_她_姐姐_身上_，_（_她_穿_得_那么_漂亮_，_甚至_是_那么_考究_，_此时_正_站_在_小径_上_用_她_张开_的_阳伞_伞尖_轻轻_撩拨菲菲_的_耳朵_，_）_不慌不忙_地_答道_：	卡捷琳娜_慢悠悠_地_把_目光_移到_她_姐姐_身上_，_（_她_穿得_那么_漂亮_，_甚至_是_那么_考究_，_此时_正_站在_小径_上用_她_张开_的_阳伞伞_尖_轻轻_撩拨_菲菲_的_耳朵_，_）_不慌不忙_地_答道_：
114	otcy_i_deti.xml	138	 Катя поднялась со скамейки и , взяв с собою Гейне , ушла тоже — только не примерять ботинки . 	卡捷琳娜拿起海涅写的书，也离开椅子走了，但不是去试新鞋。	Катя_Гейне	卡捷琳娜_海涅		卡捷琳娜_拿_起_海涅_写_的_书_，_也_离开_椅子_走_了_，_但_不是_去试_新鞋_。	卡捷琳娜_拿起_海涅_写_的_书_，_也_离开_椅子_走_了_，_但_不是_去_试新鞋_。	卡捷琳娜_拿起_海涅_写_的_书_，_也_离开_椅子_走了_，_但_不_是_去_试新鞋_。
115	otcy_i_deti.xml	142	 Аркадий пошел по коридору к себе в комнату , дворецкий нагнал его и доложил , что у него сидит господин Базаров . 	阿尔卡季沿走廊回房时，管事追上他禀报说，巴扎罗夫先生在他房里等他。	Аркадий_Базаров	阿尔卡季_巴扎罗夫	巴扎罗夫_	阿尔卡_季沿_走廊_回房_时_，_管事_追上_他_禀报_说_，_巴扎罗夫_先生_在_他_房里_等_他_。	阿尔卡季沿_走廊_回房_时_，_管事_追上_他_禀报_说_，_巴扎罗夫_先生_在_他_房_里_等_他_。	阿尔卡季沿_走廊_回_房时_，_管事_追上_他_禀报_说_，_巴扎_罗夫_先生_在_他_房_里_等_他_。
116	otcy_i_deti.xml	143	 — Евгений ! — пробормотал почти с испугом Аркадий , — давно ли он приехал ? 	“叶夫根尼！”阿尔卡季惊惶似的大声问道，“他来很久了吗？”	Евгений_Аркадий	叶夫根尼_阿尔卡季	叶夫根尼_阿尔卡季_	“_叶夫_根尼_！_”_阿尔卡_季_惊惶_似的_大声_问道_，_“_他来_很_久_了_吗_？_”	“_叶夫根尼_！_”_阿尔卡季_惊惶_似的_大声_问道_，_“_他_来_很_久_了_吗_？_”	“_叶夫根尼_！_”_阿尔卡季_惊惶_似的_大声_问道_，_“_他_来_很_久_了_吗_？_”
117	otcy_i_deti.xml	152	 Аркадий притих , а Базаров рассказал ему свою дуэль с Павлом Петровичем . 	阿尔卡季静了下来。巴扎罗夫告诉了他是如何跟帕维尔·彼得罗维奇进行决斗的。	Аркадий_Базаров_Павлом_Петровичем	阿尔卡季_巴扎罗夫_帕维尔_彼得罗维奇	彼得罗维奇_	阿尔卡_季静_了_下来_。_巴扎罗夫_告诉_了_他_是_如何_跟_帕维尔_·_彼得罗维奇_进行_决斗_的_。	阿尔卡季静_了_下来_。_巴扎罗夫_告诉_了_他_是_如何_跟_帕维尔·彼得罗维奇_进行_决斗_的_。	阿尔卡季静_了_下来_。_巴扎_罗夫_告诉_了_他_是_如何_跟_帕维尔_·_彼得罗维奇_进行_决斗_的_。
118	otcy_i_deti.xml	187	 Базаров переоделся , прежде чем пошел к ней : оказалось , что он уложил свое новое платье так , что оно было у него под рукою . 	巴扎罗夫去前换了衣服。原来，新衣服早准备好了，就在他手边。	Базаров	巴扎罗夫	巴扎罗夫_	巴扎罗夫_去_前_换_了_衣服_。_原来_，_新_衣服_早_准备_好_了_，_就_在_他_手边_。	巴扎罗夫_去_前_换_了_衣服_。_原来_，_新_衣服_早_准备_好_了_，_就_在_他_手边_。	巴扎_罗夫_去_前_换了_衣服_。_原来_，_新_衣服_早_准备_好_了_，_就_在_他_手边_。
119	otcy_i_deti.xml	188	 Одинцова его приняла не в той комнате , где он так неожиданно объяснился ей в любви , а в гостиной . 	奥金左娃接见他不是在他前不久突然吐露爱情的地方，而是在小客厅。	Одинцова	奥金左娃		奥金_左娃_接见_他_不是_在_他_前不久_突然_吐露_爱情_的_地方_，_而是_在_小_客厅_。	奥金左娃_接见_他_不是_在_他_前不久_突然_吐露_爱情_的_地方_，_而是_在_小客厅_。	奥金左娃_接见_他_不是_在_他_前不久_突然_吐露_爱情_的_地方_，_而是_在_小客厅_。
120	otcy_i_deti.xml	201	 Так выражалась Анна Сергеевна , и так выражался Базаров , они оба думали , что говорили правду . 	安娜·谢尔盖耶芙娜这样说，巴扎罗夫这样说，他俩都认为他们说的是真话。	Анна_Сергеевна_Базаров	安娜_谢尔盖耶芙娜_巴扎罗夫	巴扎罗夫_	安娜_·_谢尔盖_耶芙娜_这样_说_，_巴扎罗夫_这样_说_，_他俩_都_认为_他们_说_的_是_真话_。	安娜·谢尔盖耶_芙娜_这样_说_，_巴扎罗夫_这样_说_，_他俩_都_认为_他们_说_的_是_真话_。	安娜·谢尔盖耶芙娜_这样_说_，_巴扎_罗夫_这样_说_，_他_俩_都_认为_他们_说的_是_真话_。
121	otcy_i_deti.xml	204	 Анна Сергеевна спросила , между прочим , Базарова , что он делал у Кирсановых ? 	安娜·谢尔盖耶芙娜向巴扎罗夫问起，他在基尔萨诺夫家作些什么。	Анна_Сергеевна_Базарова_Кирсановых	安娜_谢尔盖耶芙娜_巴扎罗夫_基尔萨诺夫	基尔萨诺夫_	安娜_·_谢尔盖_耶芙娜_向_巴扎罗夫_问起_，_他_在_基尔_萨诺夫_家作些_什么_。	安娜·谢尔盖耶_芙娜_向_巴扎罗夫_问_起_，_他_在_基尔萨诺夫_家_作_些_什么_。	安娜·谢尔盖耶芙娜_向_巴扎_罗夫_问起_，_他_在_基尔_萨诺夫_家_作些_什么_。
122	otcy_i_deti.xml	205	 Он чуть было не рассказал ей о своей дуэли с Павлом Петровичем , но удержался при мысли , как бы она не подумала , что он интересничает , и отвечал ей , что он все это время работал . 	他差点儿把他跟帕维尔·彼得罗维奇决斗一事和盘托出，但他及时打住，怕她听了认为他在卖弄自己，所以回答说，这段时间里一直在工作。	Павлом_Петровичем	帕维尔_彼得罗维奇	彼得罗维奇_间里_	他_差点儿_把_他_跟_帕维尔_·_彼得罗维奇_决斗_一事_和盘托出_，_但_他_及时_打住_，_怕_她_听_了_认为_他_在_卖弄_自己_，_所以_回答_说_，_这_段时间_里_一直_在_工作_。	他_差点儿_把_他_跟_帕维尔·彼得罗维奇_决斗_一_事_和盘托出_，_但_他_及时_打住_，_怕_她_听_了_认为_他_在_卖弄_自己_，_所以_回答_说_，_这_段_时间_里_一直_在_工作_。	他_差点儿_把_他_跟帕维尔_·_彼得罗维奇_决斗_一_事_和盘托出_，_但_他_及时_打住_，_怕_她_听_了_认为_他_在_卖弄_自己_，_所以_回答_说_，_这_段_时间_里_一直_在_工作_。
123	otcy_i_deti.xml	207	 Потом это прошло , ваш приятель , Аркадий Николаич , приехал , и я опять попала в свою колею , в свою настоящую роль . 	后来终算过去了，您的朋友阿尔卡季·尼古拉伊奇来了，我又回到原来的轨道，扮演我原来扮演的角色。”	Аркадий_Николаич	阿尔卡季_尼古拉伊奇	阿尔卡季_尼古拉_	后来_终算_过去_了_，_您_的_朋友_阿尔卡_季_·_尼古拉_伊奇来_了_，_我_又_回到_原来_的_轨道_，_扮演_我_原来_扮演_的_角色_。_”	后来_终算_过去_了_，_您_的_朋友_阿尔卡季·尼古拉伊奇_来_了_，_我_又_回到_原来_的_轨道_，_扮演_我_原来_扮演_的_角色_。_”	后来_终算_过去_了_，_您_的_朋友_阿尔卡季·尼古拉_伊奇_来_了_，_我_又_回到_原来_的_轨道_，_扮演_我_原来_扮演_的_角色_。_”
124	otcy_i_deti.xml	221	 — Вы ошибаетесь , Евгений Васильич . 	“您错了，叶夫根尼·瓦西里伊奇。”	Евгений_Васильич	叶夫根尼_瓦西里伊奇	叶夫根尼_瓦西里_	“_您_错_了_，_叶夫_根尼_·_瓦西里_伊奇_。_”	“_您_错_了_，_叶夫根尼·瓦西里伊奇_。_”	“_您_错_了_，_叶夫根尼·瓦西里_伊奇_。_”
125	otcy_i_deti.xml	228	 Ей все-таки было неловко с Базаровым , хотя она и ему сказала , и сама себя уверила , что все позабыто . Меняясь с ним самыми простыми речами , даже шутя с ним , она чувствовала легкое стеснение страха . Так люди на пароходе , в море , разговаривают и смеются беззаботно , ни дать ни взять , как на твердой земле , но случись малейшая остановка , появись малейший признак чего-нибудь необычайного , и тотчас же на всех лицах выступит выражение особенной тревоги , свидетельствующее о постоянном сознании постоянной опасности . 	她觉得和巴扎罗夫在一起总不自在，尽管她对他说过已把旧事忘却，并且她自己也相信这话，可是，与他即使是一般性的谈话，甚至仅是开个玩笑，总带有一种隐隐的恐惧，就像海上的旅客，在船上谈笑风生，觉得跟在结实的土地上一样没有区别，但只要出了小小的故障和意外，他们就特别惊慌。它证明，人人心里都记挂着随时可能发生的危险。	Базаровым	巴扎罗夫	巴扎罗夫_	她_觉得_和_巴扎罗夫_在_一起_总_不自在_，_尽管_她_对_他_说_过_已_把_旧事_忘却_，_并且_她_自己_也_相信_这话_，_可是_，_与_他_即使_是_一般性_的_谈话_，_甚至_仅_是_开个_玩笑_，_总_带有_一种_隐隐_的_恐惧_，_就_像_海上_的_旅客_，_在_船上_谈笑风生_，_觉得_跟_在_结实_的_土地_上_一样_没有_区别_，_但_只要_出_了_小小的_故障_和_意外_，_他们_就_特别_惊慌_。_它_证明_，_人人_心里_都_记挂着_随时_可能_发生_的_危险_。	她_觉得_和_巴扎罗夫_在_一起_总不自在_，_尽管_她_对_他_说_过_已_把_旧事_忘却_，_并且_她_自己_也_相信_这话_，_可是_，_与_他_即使_是_一般性_的_谈话_，_甚至_仅_是_开_个_玩笑_，_总_带有_一_种_隐隐_的_恐惧_，_就_像_海上_的_旅客_，_在_船上_谈笑风生_，_觉得_跟_在_结实_的_土地_上_一样_没有_区别_，_但_只要_出_了_小小_的_故障_和_意外_，_他们_就_特别_惊慌_。_它_证明_，_人人_心里_都_记挂_着_随时_可能_发生_的_危险_。	她_觉得_和_巴扎_罗夫_在一起_总_不自在_，_尽管_她_对_他_说_过_已_把_旧事_忘却_，_并且_她_自己_也_相信_这_话_，_可是_，_与_他_即使_是_一般性_的_谈话_，_甚至_仅_是_开_个_玩笑_，_总_带有_一_种_隐隐_的_恐惧_，_就_像_海上_的_旅客_，_在_船上_谈笑风生_，_觉得_跟在_结实_的_土地_上_一样_没有_区别_，_但_只要_出_了_小小_的_故障_和_意外_，_他们_就_特别_惊慌_。_它_证明_，_人人_心里_都_记挂_着_随时_可能_发生_的_危险_。
126	otcy_i_deti.xml	234	 Покойный Одинцов не любил нововведений , но допускал « некоторую игру облагороженного вкуса » и вследствие этого воздвигнул у себя в саду , между теплицей и прудом , строение вроде греческого портика из русского кирпича . На задней , глухой стене этого портика , или галереи , были вделаны шесть ниш для статуй , которые Одинцов собирался выписать из-за границы . 	奥金左夫生前不喜欢什么新奇东西，但也允许来点儿“有高尚趣味”的玩艺，因此在他的花园里，在暖房和池塘之间，用俄国材料建造了一个希腊式柱廊，而在柱廊后侧或说后墙上开了六十壁龛，以便安放从海外订购的雕像。	Одинцов_Одинцов	奥金左夫_奥金左夫		奥金_左夫_生前_不_喜欢_什么_新奇_东西_，_但_也_允许_来_点儿_“_有_高尚_趣味_”_的_玩艺_，_因此_在_他_的_花园里_，_在_暖房_和_池塘_之间_，_用_俄国_材料_建造_了_一个_希腊式_柱廊_，_而_在_柱廊_后侧_或_说_后_墙上_开_了_六十_壁龛_，_以便_安放_从_海外_订购_的_雕像_。	奥金左夫_生前_不_喜欢_什么_新奇_东西_，_但_也_允许_来_点儿_“_有_高尚_趣味_”_的_玩艺_，_因此_在_他_的_花园_里_，_在_暖房_和_池塘_之间_，_用_俄国_材料_建造_了_一个_希腊式_柱廊_，_而_在_柱廊_后侧_或_说_后_墙上_开_了_六十_壁龛_，_以便_安放_从_海外_订购_的_雕像_。	奥金左夫_生前_不_喜欢_什么_新奇_东西_，_但_也_允许_来_点儿_“_有_高尚_趣味_”_的_玩艺_，_因此_在_他_的_花园里_，_在_暖房_和_池塘_之间_，_用_俄国_材料_建造_了_一_个_希腊式_柱廊_，_而_在_柱廊_后_侧_或_说_后_墙_上_开了_六十_壁龛_，_以便_安放_从_海外_订购_的_雕像_。
127	otcy_i_deti.xml	248	 — Я ?.. Мне ?.. — проговорила Катя . 	“感谢我？……”卡捷琳娜问。	Катя	卡捷琳娜		“_感谢_我_？_…_…_”_卡捷琳娜_问_。	“_感谢_我_？_……_”_卡捷琳娜_问_。	“_感谢_我_？_…_…_”_卡捷琳娜问_。
128	otcy_i_deti.xml	310	 — Вот как , — проговорил он , — а вы , кажется , не далее как вчера полагали , что он любит Катерину Сергеевну братскою любовью . 	“好呀，”他说，“昨儿您还认为，他对卡捷琳娜·谢尔盖耶芙娜的爱是兄妹之爱呢。	Катерину_Сергеевну	卡捷琳娜_谢尔盖耶芙娜	谢尔盖_	“_好_呀_，_”_他_说_，_“_昨儿_您_还_认为_，_他_对_卡捷琳娜_·_谢尔盖_耶芙娜_的_爱_是_兄妹_之爱_呢_。	“_好_呀_，_”_他_说_，_“_昨儿_您_还_认为_，_他_对_卡捷琳娜·谢尔盖耶芙娜_的_爱_是_兄妹_之_爱_呢_。	“_好呀_，_”_他_说_，_“_昨儿_您_还_认为_，_他_对_卡捷琳娜·谢尔盖耶芙娜_的_爱_是_兄妹_之_爱_呢_。
129	otcy_i_deti.xml	312	 — Что вы мне посоветуете ? — спросила Анна Сергеевна , продолжая смеяться . 	“您的意见呢？”安娜·谢尔盖耶芙娜问，依然在笑。	Анна_Сергеевна	安娜_谢尔盖耶芙娜	谢尔盖_	“_您_的_意见_呢_？_”_安娜_·_谢尔盖_耶芙娜_问_，_依然_在_笑_。	“_您_的_意见_呢_？_”_安娜·谢尔盖耶_芙娜_问_，_依然_在_笑_。	“_您_的_意见_呢_？_”_安娜·谢尔盖耶芙娜问_，_依然_在_笑_。
130	otcy_i_deti.xml	347	 Не обижайся , пожалуйста : ты ведь , вероятно , помнишь , какого я всегда был мнения о Катерине Сергеевне . 	请不要见怪，你必记得我平时对卡捷琳娜·谢尔盖耶芙娜的看法。	Катерине_Сергеевне	卡捷琳娜_谢尔盖耶芙娜	谢尔盖_	请_不要_见怪_，_你_必_记得_我_平时_对_卡捷琳娜_·_谢尔盖_耶芙娜_的_看法_。	请_不要_见怪_，_你_必_记得_我_平时_对_卡捷琳娜·谢尔盖耶芙娜_的_看法_。	请_不要_见怪_，_你_必_记得_我_平时_对_卡捷琳娜·谢尔盖耶芙娜_的_看法_。
131	otcy_i_deti.xml	400	 Это существо была Фенечка . 	此人便是费多西娅。	Фенечка	费多西娅	费多西_	此人_便是_费多_西娅_。	此人_便_是_费多西娅_。	此人_便是_费多西娅_。
132	otcy_i_deti.xml	401	 Он встречался с ней большею частью по утрам , рано , в саду или на дворе , в комнату к ней он не захаживал , и она всего раз подошла к его двери , чтобы спросить его — купать ли ей Митю или нет ? 	他多半在清早的花园里或者院子里遇见她。他从来不进她的卧室，她也仅仅一次走到他的门口，问她能否给米佳洗澡。	Митю	米佳	米佳_	他_多半_在_清早_的_花园里_或者_院子_里_遇见_她_。_他_从来不_进_她_的_卧室_，_她_也_仅仅_一次_走到_他_的_门口_，_问_她_能否_给_米_佳_洗澡_。	他_多半_在_清早_的_花园_里_或者_院子_里_遇见_她_。_他_从来_不_进_她_的_卧室_，_她_也_仅仅_一_次_走到_他_的_门口_，_问_她_能否_给_米佳_洗澡_。	他_多半_在_清早_的_花园里_或者_院子_里_遇见_她_。_他_从来_不_进_她_的_卧室_，_她_也_仅仅_一_次_走到_他_的_门口_，_问_她_能否_给_米_佳_洗澡_。
133	otcy_i_deti.xml	402	 Она не только доверялась ему , не только его не боялась , она при нем держалась вольнее и развязнее , чем при самом Николае Петровиче . 	她不单信任他，不怕他，而且在他面前比在尼古拉·彼得罗维奇面前更感自由，更无拘谨之感。	Николае_Петровиче	尼古拉_彼得罗维奇	彼得罗维奇_	她_不单_信任_他_，_不怕_他_，_而且_在_他_面前_比_在_尼古拉_·_彼得罗维奇_面前_更感_自由_，_更_无_拘谨_之感_。	她_不单_信任_他_，_不怕_他_，_而且_在_他_面前_比_在_尼古拉·彼得罗维奇_面前_更_感_自由_，_更_无_拘谨_之_感_。	她_不单_信任_他_，_不_怕_他_，_而且_在_他_面前_比_在_尼古拉_·_彼得罗维奇_面前_更_感_自由_，_更_无_拘谨_之_感_。
134	otcy_i_deti.xml	406	 При Николае Петровиче она как будто чуждалась Базарова : она это делала не из хитрости , а из какого-то чувства приличия . 	尼古拉·彼得罗维奇在场时她躲着巴扎罗夫——不是她存着小心眼，而是出于礼仪。	Николае_Петровиче_Базарова	尼古拉_彼得罗维奇_巴扎罗夫	彼得罗维奇_巴扎罗夫_	尼古拉_·_彼得罗维奇_在场_时_她_躲_着_巴扎罗夫_—_—_不是_她_存着_小心眼_，_而是_出于_礼仪_。	尼古拉·彼得罗维奇_在场_时_她_躲_着_巴扎罗夫_——_不是_她_存_着_小心眼_，_而是_出于_礼仪_。	尼古拉_·_彼得罗维奇_在场_时_她_躲_着_巴扎_罗夫_——_不_是_她_存_着_小心眼_，_而是_出于_礼仪_。
